city,project,country,state,province,link,slug,id
"Mueang Surat Thani District, Ko Samui District Suratthani province Thailand","Surat Thani Province, Thailand",Thailand,,Surat Thani province,https://www.inaturalist.org/projects/city-nature-challenge-2026-surat-thani,city-nature-challenge-2026-surat-thani,275022.0
Libby,"Lincoln County, Montana",United States of America,Montana,,https://www.inaturalist.org/projects/city-nature-challenge-2026-troy-lincoln-county-mt,city-nature-challenge-2026-troy-lincoln-county-mt,275074.0
Goa,Goa,India,,Goa,https://www.inaturalist.org/projects/city-nature-challenge-2026-goa,city-nature-challenge-2026-goa,264612.0
Cochabamba,Cochabamba,Bolivia,,Cochabamba,https://www.inaturalist.org/projects/desafio-llajta-viva-cochabamba-2026,desafio-llajta-viva-cochabamba-2026,
Malé Atoll,Malé Atoll,Maldives,,Malé Atoll,https://www.inaturalist.org/projects/city-nature-challenge-2026-male-atoll,city-nature-challenge-2026-male-atoll,279873.0
"Surin, Thailand","Surin, Thailand",Thailand,,Surin,https://www.inaturalist.org/projects/surin-city-nature-challenge-2026,surin-city-nature-challenge-2026,
Limassol,Limassol,Cyprus,,Limassol District,https://www.inaturalist.org/projects/city-nature-challenge-2026-limassol,city-nature-challenge-2026-limassol,279920.0
South Andaman,South Andaman,India,,Andaman And Nicobar Islands,https://www.inaturalist.org/projects/city-nature-challenge-2026-south-andaman,city-nature-challenge-2026-south-andaman,279756.0
Belgaum,Belgaum,India,,Karnataka,https://www.inaturalist.org/projects/city-nature-challenge-2026-belgaum-karnataka,city-nature-challenge-2026-belgaum-karnataka,279889.0
Lakshadweep,Lakshadweep,India,,Lakshadweep,https://www.inaturalist.org/projects/city-nature-challenge-2026-lakshadweep,city-nature-challenge-2026-lakshadweep,279930.0
Navsari,Navsari,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-navsari,city-nature-challenge-2026-navsari,281823.0
Chandigarh,Chandigarh,India,,Chandigarh,https://www.inaturalist.org/projects/cnc-chandigarh-2026,cnc-chandigarh-2026,
Angers,Angers Loire Métropole,France,,Pays-de-la-Loire,https://www.inaturalist.org/projects/defi-nature-urbaine-2026-angers-loire-metropole-et-ville-d-angers,defi-nature-urbaine-2026-angers-loire-metropole-et-ville-d-angers,269964.0
Messina,Messina,Italy,,Sicilia,https://www.inaturalist.org/projects/city-nature-challenge-2026-messina-cluster-biodiversita-italia,city-nature-challenge-2026-messina-cluster-biodiversita-italia,242086.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,,"Abu Dhabi, UAE",https://www.inaturalist.org/projects/city-nature-challenge-2026-abu-dhabi,city-nature-challenge-2026-abu-dhabi,272975.0
Rio Branco,Rio Branco,Brazil,,Acre,https://www.inaturalist.org/projects/cnc-rio-branco-e-leste-do-acre-2026,cnc-rio-branco-e-leste-do-acre-2026,279618.0
Huaraz,"Ancash, Huaraz",Peru,,Ancash/Huaraz,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-huaraz-pe,reto-naturalista-urbano-2026-huaraz-pe,279720.0
Campbell County,"Campbell County, KY",United States of America,Kentucky,,https://www.inaturalist.org/projects/city-nature-challenge-2026-campbell-county-kentucky,city-nature-challenge-2026-campbell-county-kentucky,279553.0
Ladakh,Ladakh,India,,Ladakh,https://www.inaturalist.org/projects/city-nature-challenge-2026-ladakh,city-nature-challenge-2026-ladakh,279903.0
Kolkata,Kolkata Metropolitan Area,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-kolkata,city-nature-challenge-2026-kolkata,279598.0
Arunachal Pradesh,Arunachal Pradesh,India,,Arunachal Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-arunachal-pradesh,city-nature-challenge-2026-arunachal-pradesh,279767.0
"Gorari, Rohtas",Rohtas District,India,,Bihar,https://www.inaturalist.org/projects/city-nature-challenge-2026-gorari,city-nature-challenge-2026-gorari,279752.0
Kaimur,Kaimur,India,,Bihar,https://www.inaturalist.org/projects/city-nature-challenge-2026-kaimur,city-nature-challenge-2026-kaimur,279900.0
Kinnaur,Kinnaur,India,,Himachal Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-kinnaur,city-nature-challenge-2026-kinnaur,279899.0
Bhagalpur,Bhagalpur,India,,Bihar,https://www.inaturalist.org/projects/city-nature-challenge-2026-bhagalpur,city-nature-challenge-2026-bhagalpur,279876.0
Narmada,Narmada,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-narmada,city-nature-challenge-narmada,
Baran,Baran,India,,Rajasthan,https://www.inaturalist.org/projects/city-nature-challenge-2026-baran,city-nature-challenge-2026-baran,280871.0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,India,,Dadra and Nagar Haveli and Daman and Diu,https://www.inaturalist.org/projects/city-nature-challange-2026-daman-diu,city-nature-challange-2026-daman-diu,279650.0
Daman and Diu,Daman and Diu,India,,Dadra and Nagar Haveli and Daman and Diu,https://www.inaturalist.org/projects/city-nature-challange-2026-dadra-nagar-haveli,city-nature-challange-2026-dadra-nagar-haveli,
Kheda,Kheda,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-kheda-gujarat-india,city-nature-challenge-2026-kheda-gujarat-india,279508.0
Jamnagar,Jamnagar,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-jamnagar,city-nature-challenge-2026-jamnagar,280002.0
Bhavnagar,Bhavnagar,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-bhavnagar-district,city-nature-challenge-2026-bhavnagar-district,279718.0
Amreli,Amreli,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-amreli,city-nature-challenge-2026-amreli,279908.0
Chhota Udaipur,Chhota Udaipur,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-chhotta-udaipur,city-nature-challenge-2026-chhotta-udaipur,279901.0
Surendranagar,Surendranagar,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-surendranagar,city-nature-challenge-2026-surendranagar,279555.0
Vadodara,Vadodara,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-vadodara-gujarat,city-nature-challenge-2026-vadodara-gujarat,279577.0
Panchamahal,Panchamahal,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-panchmahal,city-nature-challenge-2026-panchmahal,279703.0
Gurugram,Gurugram,India,,Haryana,https://www.inaturalist.org/projects/city-nature-challenge-2026-gurugram,city-nature-challenge-2026-gurugram,279705.0
Haryana,Faridabad,India,,Haryana,https://www.inaturalist.org/projects/city-nature-challenge-2026-faridabad-8b69f5d4-e5af-49de-8cb2-e6a036897fa4,city-nature-challenge-2026-faridabad-8b69f5d4-e5af-49de-8cb2-e6a036897fa4,279704.0
Kangra,Kangra,India,,Himachal Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-kangra,city-nature-challenge-2026-kangra,279884.0
Ranchi,Ranchi,India,,Jharkhand,https://www.inaturalist.org/projects/city-nature-challenge-2026-ranchi-jharkhand,city-nature-challenge-2026-ranchi-jharkhand,279593.0
Jabalpur,Jabalpur,India,,Madhya Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-jabalpur,city-nature-challenge-2026-jabalpur,279518.0
Nagpur,Nagpur,India,,Maharashtra,https://www.inaturalist.org/projects/city-nature-challenge-2026-nagpur,city-nature-challenge-2026-nagpur,279541.0
Jalgaon,Jalgaon,India,,Maharashtra,https://www.inaturalist.org/projects/city-nature-challenge-2026-jalgaon,city-nature-challenge-2026-jalgaon,274116.0
Manipur,Manipur,India,,Manipur,https://www.inaturalist.org/projects/city-nature-challenge-2026-manipur,city-nature-challenge-2026-manipur,279671.0
Cooch Behar,Cooch Behar,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-cooch-behar,city-nature-challenge-2026-cooch-behar,280349.0
Jalgaigudi,Jalpaigudi,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-jalpaiguri,city-nature-challenge-2026-jalpaiguri,280359.0
Auroville,Auroville,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-auroville,city-nature-challenge-2026-auroville,280553.0
Pantnagar,Pantnagar,India,,Uttarakhand,https://www.inaturalist.org/projects/city-nature-challenge-2026-uttarakhand-pantnagar,city-nature-challenge-2026-uttarakhand-pantnagar,280573.0
Shillong,Shillong,India,,Meghalaya,https://www.inaturalist.org/projects/city-nature-challenge-2026-meghalaya-022899a1-ba0c-46ed-841d-5d57d2fc0fd5,city-nature-challenge-2026-meghalaya-022899a1-ba0c-46ed-841d-5d57d2fc0fd5,
Bharuch,Bharuch,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-bharuch,city-nature-challenge-2026-bharuch,279915.0
Anand,Anand,India,,Gujarat,https://www.inaturalist.org/projects/city-nature-challenge-2026-anand,city-nature-challenge-2026-anand,279917.0
Kurnool,Kurnool,India,,Andhra Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-kurnool,city-nature-challenge-2026-kurnool,279896.0
Visakhapatnam,Visakhapatnam,India,,Andhra Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-visakhapatnam,city-nature-challenge-2026-visakhapatnam,279897.0
Akola,Akola,India,,Maharashtra,https://www.inaturalist.org/projects/city-nature-challenge-2026-akola,city-nature-challenge-2026-akola,279669.0
Puducherry,Puducherry,India,,Puducherry,https://www.inaturalist.org/projects/city-nature-challenge-2026-puducherry,city-nature-challenge-2026-puducherry,279565.0
East Godavari,East Godavari,India,,Andhra Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-east-godavari,city-nature-challenge-2026-east-godavari,279695.0
Srinagar,Srinagar,India,,Jammu and Kashmir,https://www.inaturalist.org/projects/city-nature-challenge-2026-srinagar,city-nature-challenge-2026-srinagar,279104.0
Nagaland,Nagaland,India,,Nagaland,https://www.inaturalist.org/projects/city-nature-challenge-2026-nagaland,city-nature-challenge-2026-nagaland,279561.0
Cuttack,Cuttack,India,,Odisha,https://www.inaturalist.org/projects/city-nature-challenge-2026-cuttack,city-nature-challenge-2026-cuttack,279529.0
Rourkela,Rourkela,India,,Odisha,https://www.inaturalist.org/projects/city-nature-challenge-2026-rourkela,city-nature-challenge-2026-rourkela,279775.0
Ranga Reddy,Ranga Reddy,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-ranga-reddy,city-nature-challenge-2026-ranga-reddy,279815.0
Sangareddy,Sangareddy,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-sangareddy,city-nature-challenge-2026-sangareddy,279818.0
Vikarabad,Vikarabad,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-vikarabad,city-nature-challenge-2026-vikarabad,279825.0
Wanaparthy,Wanaparthy,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-wanaparthy,city-nature-challenge-2026-wanaparthy,279827.0
Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-yadadri-bhuvanagiri,city-nature-challenge-2026-yadadri-bhuvanagiri,279834.0
Mohali,Mohali,India,,Punjab,https://www.inaturalist.org/projects/city-nature-challenge-2026-mohali,city-nature-challenge-2026-mohali,279888.0
Rest of Sikkim,Rest of Sikkim,India,,Sikkim,https://www.inaturalist.org/projects/city-nature-challenge-2026-sikkim,city-nature-challenge-2026-sikkim,279570.0
Kamareddy,Kamareddy,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-kamareddy,city-nature-challenge-2026-kamareddy,279784.0
Komaram Bheem,Komaram Bheem,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-komaram-bheem,city-nature-challenge-2026-komaram-bheem,279787.0
Mahabubabad,Mahabubabad,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-mahabubabad,city-nature-challenge-2026-mahabubabad,279789.0
Mahabubnagar,Mahabubnagar,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-mahabubnagar,city-nature-challenge-2026-mahabubnagar,279790.0
Medak,Medak,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-medak,city-nature-challenge-2026-medak,279792.0
Mulugu,Mulugu,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-mulugu,city-nature-challenge-2026-mulugu,279799.0
Nagarkurnool,Nagarkurnool,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-nagarkurnool,city-nature-challenge-2026-nagarkurnool,279800.0
Narayanpet,Narayanpet,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-narayanpet,city-nature-challenge-2026-narayanpet,279801.0
Peddapalli,Peddapalli,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-peddapalli,city-nature-challenge-2026-peddapalli,279811.0
Rajanna Sircilla,Rajanna Sircilla,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-rajanna-sircilla,city-nature-challenge-2026-rajanna-sircilla,279813.0
Mayiladuthurai,Mayiladuthurai,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-mayiladuthurai,city-nature-challenge-2026-mayiladuthurai,279753.0
,Tamil Nadu (Rest of TN),India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-madurai-and-rest-of-tn,city-nature-challenge-2026-madurai-and-rest-of-tn,279750.0
Erode,Erode,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-erode,city-nature-challenge-2026-erode,279692.0
Dharmapuri,Dharmapuri,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-dharmapuri-district,city-nature-challenge-2026-dharmapuri-district,279658.0
The Nilgiris,The Nilgiris,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-the-nilgiris,city-nature-challenge-2026-the-nilgiris,279682.0
Rajapalayam,Rajapalayam,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-rajapalayam,city-nature-challenge-2026-rajapalayam,279751.0
Theni,Theni,India,,Tamil Nadu,https://www.inaturalist.org/projects/city-nature-challenge-2026-theni-d9323915-136b-4e2c-9335-271fb3129637,city-nature-challenge-2026-theni-d9323915-136b-4e2c-9335-271fb3129637,279885.0
Adilabad,Adilabad,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-adilabad,city-nature-challenge-2026-adilabad,279762.0
Warangal Urban,Warangal Urban,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-warangal-urban,city-nature-challenge-2026-warangal-urban,279832.0
Nizamabad,Nizamabad,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-nizamabad,city-nature-challenge-2026-nizamabad,279807.0
Mancherial,Mancherial,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-mancherial,city-nature-challenge-2026-mancherial,279791.0
Suryapet,Suryapet,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-suryapet,city-nature-challenge-2026-suryapet,279823.0
Bhadradri Kothagudem,Bhadradri Kothagudem,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-bhadradri-kothagudem,city-nature-challenge-2026-bhadradri-kothagudem,279769.0
Jagtial,Jagtial,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-jagtial,city-nature-challenge-2026-jagtial,279781.0
Siddipet,Siddipet,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-siddipet,city-nature-challenge-2026-siddipet,279822.0
Janagaon,Janagaon,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-janagaon,city-nature-challenge-2026-janagaon,279772.0
Warangal Rural,Warangal Rural,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-warangal-rural,city-nature-challenge-2026-warangal-rural,279830.0
Karimnagar,Karimnagar,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-karimnagar,city-nature-challenge-2026-karimnagar,279785.0
Nalgonda,Nalgonda,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-nalgonda,city-nature-challenge-2026-nalgonda,279803.0
Khammam,Khammam,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-khammam,city-nature-challenge-2026-khammam,279786.0
Jayashankar Bhupalpally,Jayashankar Bhupalpally,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-jayashankar-bhupalpally,city-nature-challenge-2026-jayashankar-bhupalpally,279773.0
Jogulamba Gadwal,Jogulamba Gadwal,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-jogulamba-gadwal,city-nature-challenge-2026-jogulamba-gadwal,279774.0
Nirmal,Nirmal,India,,Telangana,https://www.inaturalist.org/projects/city-nature-challenge-2026-nirmal,city-nature-challenge-2026-nirmal,279805.0
Tripura,Tripura,India,,Tripura,https://www.inaturalist.org/projects/city-nature-challenge-2026-tripura,city-nature-challenge-2026-tripura,279761.0
Lucknow,Lucknow,India,,Uttar Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-lucknow,city-nature-challenge-2026-lucknow,279714.0
Noida,Noida,India,,Uttar Pradesh,https://www.inaturalist.org/projects/city-nature-challenge-2026-noida,city-nature-challenge-2026-noida,
Nainital,Nainital,India,,Uttarakhand,https://www.inaturalist.org/projects/city-nature-challenge-2026-nainital,city-nature-challenge-2026-nainital,279759.0
Bankura,Bankura,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-bankura,city-nature-challenge-2026-bankura,279599.0
Purulia,Purulia,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-purulia-99d797b0-c4fc-4bf9-bff6-dd27dcbddc3c,city-nature-challenge-2026-purulia-99d797b0-c4fc-4bf9-bff6-dd27dcbddc3c,279952.0
Patharpratima,Patharpratima,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-patharpratima-1ff64e42-1446-4478-9af4-f23ecd0e026b,city-nature-challenge-2026-patharpratima-1ff64e42-1446-4478-9af4-f23ecd0e026b,279951.0
Buenos Aires,CNC2026: Desafío Buenos Aires & CABA,Argentina,,Buenos Aires,https://www.inaturalist.org/projects/cnc2026-desafio-buenos-aires-y-caba,cnc2026-desafio-buenos-aires-y-caba,279824.0
Chaco,CNC2026: Desafío Chaco,Argentina,,Chaco,https://www.inaturalist.org/projects/cnc2026-desafio-chaco,cnc2026-desafio-chaco,279845.0
Córdoba,CNC2026: Desafío Córdoba,Argentina,,Córdoba,https://www.inaturalist.org/projects/cnc2026-desafio-cordoba,cnc2026-desafio-cordoba,279835.0
Corrientes,CNC2026: Desafío Corrientes,Argentina,,Corrientes,https://www.inaturalist.org/projects/cnc2026-desafio-corrientes,cnc2026-desafio-corrientes,279844.0
Entre Ríos,CNC2026: Desafío Entre Ríos,Argentina,,Entre Ríos,https://www.inaturalist.org/projects/cnc2026-desafio-entre-rios,cnc2026-desafio-entre-rios,279838.0
Jujuy,CNC2026: Desafío Jujuy,Argentina,,Jujuy,https://www.inaturalist.org/projects/cnc2026-desafio-jujuy,cnc2026-desafio-jujuy,279848.0
Santa Rosa,CNC2026: Desafío La Pampa,Argentina,,La Pampa,https://www.inaturalist.org/projects/cnc2026-desafio-la-pampa,cnc2026-desafio-la-pampa,279833.0
Mendoza,CNC2026: Desafío Mendoza,Argentina,,Mendoza,https://www.inaturalist.org/projects/cnc2026-desafio-mendoza,cnc2026-desafio-mendoza,277502.0
Bariloche,CNC2026: Desafío Río Negro,Argentina,,Río Negro,https://www.inaturalist.org/projects/cnc2026-desafio-rio-negro,cnc2026-desafio-rio-negro,279839.0
Salta,CNC2026: Desafío Salta,Argentina,,Salta,https://www.inaturalist.org/projects/cnc2026-desafio-salta,cnc2026-desafio-salta,279841.0
"Río Gallegos, Calafate, Caleta Olivia",CNC2026: Desafío Santa Cruz,Argentina,,Santa Cruz,https://www.inaturalist.org/projects/cnc2026-desafio-santa-cruz,cnc2026-desafio-santa-cruz,279854.0
Santiago del Estero,CNC2026: Desafío Santiago del Estero,Argentina,,Santiago del Estero,https://www.inaturalist.org/projects/cnc2026-desafio-santiago-del-estero,cnc2026-desafio-santiago-del-estero,279851.0
"Ushuaia, Toluin, Río Grande",CNC2026: Desafío Tierra del Fuego,Argentina,,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",https://www.inaturalist.org/projects/cnc2026-desafio-tierra-del-fuego-antartida-e-islas-del-atlantico-sur,cnc2026-desafio-tierra-del-fuego-antartida-e-islas-del-atlantico-sur,279840.0
San Miguel de Tucumán,CNC2026: Desafío Tucumán,Argentina,,Tucumán,https://www.inaturalist.org/projects/cnc2026-desafio-tucuman,cnc2026-desafio-tucuman,279850.0
Chiclayo,Chiclayo,Peru,,Chiclayo/Lambayeque,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-lambayeque-pe,reto-naturalista-urbano-2026-lambayeque-pe,279875.0
Alipurduar,Alipurduar,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-alipurduar,city-nature-challenge-2026-alipurduar,279600.0
Ubatè,Ubatè,Colombia,,Cundinamarca,https://www.inaturalist.org/projects/city-nature-challenge-2026-ubate,city-nature-challenge-2026-ubate,279628.0
Copenhagen,Copenhagen,Denmark,,Capital Region of Denmark,https://arter.dk/faellesskaber/1990,1990,
Guimarães,Guimarães,Portugal,,Guimarães / Portugal,https://labpaisagem.pt/projetos/bio-go/,bio-go,
Barcelona,Barcelona Metropolitan Area,Spain,,Barcelona,https://minka-sdg.org/projects/biodiverciutat-2026-area-metropolitana-de-barcelona-repte-naturalista-urba,biodiverciutat-2026-area-metropolitana-de-barcelona-repte-naturalista-urba,
Salzburg,Salzburg,Austria,,Salzburg,https://observation.org/bioblitz/19591/salzburg-cnc-2026/,salzburg-cnc-2026,
Sevilla,Sevilla Area,Spain,,Sevilla,https://observation.org/bioblitz/19634/sevilla-cnc-2026/,sevilla-cnc-2026,
Eindhoven,Eindhoven,Netherlands,,Noord Brabant,https://observation.org/bioblitz/22240/eindhoven-cnc-2026/,eindhoven-cnc-2026,
Sheffield,Sheffield,England,,South Yorkshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-sheffield,city-nature-challenge-2026-sheffield,
Dornbirn,Vorarlberg,Austria,,Vorarlberg,not yet fixed,not yet fixed,
Callahuanca,Lima,Peru,,Lima,https://www.inaturalist.org/projects/reto-naturalista-urbano-2026-callahuanca-pe,reto-naturalista-urbano-2026-callahuanca-pe,272552.0
Amsterdam,Amsterdam,Netherlands,,North Holland,https://observation.org/bioblitz/22303/amsterdam-cnc-2026/,amsterdam-cnc-2026,
Apaxco,Apaxco,Mexico,,Apaxco,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-apaxco-estado-de-mexico,reto-mundial-naturalista-2026-apaxco-estado-de-mexico,
Cuernavaca y Área Metropolitana,Cuernavaca y Área Metropolitana,Mexico,,Morelos,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-cuernavaca-y-area-metropolitana,reto-mundial-naturalista-2026-cuernavaca-y-area-metropolitana,
Huichapan y área metropolitana,Huichapan y área Metropolitana,Mexico,,Hidalgo,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-huichapan-y-area-metropolitana,reto-mundial-naturalista-2026-huichapan-y-area-metropolitana,
Huixquilucan,Huixquilucan,Mexico,,Huixquilucan,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-huixquilucan-edo-de-mexico,reto-mundial-naturalista-2026-huixquilucan-edo-de-mexico,
Lerma,Lerma,Mexico,,Lerma,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-lerma-edo-de-mexico,reto-mundial-naturalista-2026-lerma-edo-de-mexico,
Parque Estatal Sierra Hermosa,Parque Estatal Sierra Hermosa,Mexico,,Estado de México,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-parque-estatal-sierra-hermosa,reto-mundial-naturalista-2026-parque-estatal-sierra-hermosa,
Estado de México,Parque Nacional Los Remedios,Mexico,,Estado de México,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-parque-nacional-los-remedios-edo-de-mexico,reto-mundial-naturalista-2026-parque-nacional-los-remedios-edo-de-mexico,
San Fernando,"San Fernando, Chiapas",Mexico,,Chiapas,https://www.inaturalist.org/projects/reto-mundial-naturalista-2026-san-fernando-chiapas,reto-mundial-naturalista-2026-san-fernando-chiapas,
Darjeeling,Darjeeling,India,,West Bengal,https://www.inaturalist.org/projects/city-nature-challenge-2026-darjeeling,city-nature-challenge-2026-darjeeling,279659.0
Hamburg,Hamburg,Germany,,Hamburg,https://www.inaturalist.org/projects/city-nature-challenge-2026-hamburg-germany,city-nature-challenge-2026-hamburg-germany,279760.0
Umbertide,Umbertide,Italy,,Perugia,https://www.inaturalist.org/projects/city-nature-challenge-2026-umbertide,city-nature-challenge-2026-umbertide,279421.0
Belihuloya,Belihuloya,Sri Lanka,,Sabaragamuwa,,,
Philadelphia,Greater Philadelphia Area,United States of America,"New Jersey, Pennsylvania",,,,
